adjustment_id,ad_campaign_id,adjusted_at,previous_budget,new_budget,adjustment_reason,operator_name
BA000632,ADC00009,2026-04-25 23:23:03,248217,240030,留存质量较好,渠道运营01
BA000633,ADC00041,2026-07-24 19:33:14,237970,185475,转化成本偏高,渠道运营02
BA000634,ADC00028,2026-04-05 05:23:37,169677,237028,留存质量较好,渠道运营03
BA000635,ADC00063,2026-06-16 19:57:06,153514,148462,素材衰退,渠道运营04
BA000636,ADC00068,2026-03-17 03:08:47,129408,165899,素材衰退,渠道运营05
BA000637,ADC00072,2026-07-13 12:35:18,95831,109693,阶段性加量,渠道运营06
BA000638,ADC00095,2026-06-15 01:40:17,149030,120784,留存质量较好,渠道运营07
BA000639,ADC00016,2026-03-25 17:05:21,138797,196339,素材衰退,渠道运营08
BA000640,ADC00087,2026-02-14 21:27:03,129307,88138,素材衰退,渠道运营01
BA000641,ADC00091,2026-07-14 00:24:32,146764,144236,素材衰退,渠道运营02
BA000642,ADC00075,2026-05-19 13:26:12,176772,132009,阶段性加量,渠道运营03
BA000643,ADC00031,2026-03-23 20:56:48,112685,149756,转化成本偏高,渠道运营04
BA000644,ADC00034,2026-03-15 09:50:35,58225,62203,留存质量较好,渠道运营05
BA000645,ADC00015,2026-02-25 11:25:27,258566,170285,转化成本偏高,渠道运营06
BA000646,ADC00026,2026-06-05 07:04:42,189899,258961,阶段性加量,渠道运营07
BA000647,ADC00035,2026-06-01 18:35:12,116320,155530,阶段性加量,渠道运营08
BA000648,ADC00047,2026-03-05 23:38:37,54444,78693,阶段性加量,渠道运营01
BA000649,ADC00002,2026-02-16 18:41:53,125679,115023,阶段性加量,渠道运营02
BA000650,ADC00016,2026-01-23 01:48:40,138797,137355,素材衰退,渠道运营03
BA000651,ADC00042,2026-02-14 08:20:33,186366,239569,阶段性加量,渠道运营04
BA000652,ADC00065,2026-02-24 05:49:39,235092,183184,留存质量较好,渠道运营05
BA000653,ADC00083,2026-06-11 19:39:20,83763,68979,素材衰退,渠道运营06
BA000654,ADC00011,2026-04-06 12:15:19,182749,234986,转化成本偏高,渠道运营07
BA000655,ADC00031,2026-03-25 23:13:26,112685,109167,素材衰退,渠道运营08
BA000656,ADC00010,2026-05-26 22:06:01,166048,188185,转化成本偏高,渠道运营01
BA000657,ADC00096,2026-04-21 13:02:07,142909,124581,转化成本偏高,渠道运营02
BA000658,ADC00054,2026-03-12 19:02:43,78922,113183,阶段性加量,渠道运营03
BA000659,ADC00068,2026-02-19 14:56:05,129408,167348,素材衰退,渠道运营04
BA000660,ADC00027,2026-07-12 21:48:17,128491,108267,转化成本偏高,渠道运营05
BA000661,ADC00019,2026-06-29 21:44:12,241679,261587,转化成本偏高,渠道运营06
BA000662,ADC00040,2026-06-23 21:22:37,206930,265563,素材衰退,渠道运营07
BA000663,ADC00076,2026-02-14 22:42:58,37275,46948,留存质量较好,渠道运营08
BA000664,ADC00013,2026-04-03 01:20:07,189759,136277,留存质量较好,渠道运营01
BA000665,ADC00010,2026-07-02 03:17:39,166048,142675,阶段性加量,渠道运营02
BA000666,ADC00090,2026-06-05 18:00:48,41011,58125,留存质量较好,渠道运营03
BA000667,ADC00090,2026-06-15 11:44:03,41011,42347,转化成本偏高,渠道运营04
BA000668,ADC00020,2026-03-14 12:08:22,181763,122176,留存质量较好,渠道运营05
BA000669,ADC00060,2026-03-04 02:11:13,55084,77473,转化成本偏高,渠道运营06
BA000670,ADC00051,2026-06-13 13:27:19,58795,54539,转化成本偏高,渠道运营07
BA000671,ADC00005,2026-03-23 22:04:34,55969,49330,阶段性加量,渠道运营08
BA000672,ADC00041,2026-08-13 02:41:17,237970,248577,阶段性加量,渠道运营01
BA000673,ADC00007,2026-05-25 12:08:40,46043,44766,留存质量较好,渠道运营02
BA000674,ADC00069,2026-05-12 16:12:06,250021,234473,留存质量较好,渠道运营03
BA000675,ADC00020,2026-04-07 00:37:50,181763,190518,留存质量较好,渠道运营04
BA000676,ADC00003,2026-05-13 06:00:31,31079,40201,转化成本偏高,渠道运营05
BA000677,ADC00054,2026-01-04 21:30:41,78922,82282,转化成本偏高,渠道运营06
BA000678,ADC00035,2026-05-31 21:31:34,116320,100618,素材衰退,渠道运营07
BA000679,ADC00032,2026-02-07 06:26:19,199888,191873,转化成本偏高,渠道运营08
BA000680,ADC00075,2026-05-23 23:42:39,176772,128804,阶段性加量,渠道运营01
BA000681,ADC00085,2026-01-31 21:59:49,89912,61262,转化成本偏高,渠道运营02
BA000682,ADC00085,2026-02-23 23:01:50,89912,113397,阶段性加量,渠道运营03
BA000683,ADC00017,2026-03-29 06:44:09,60551,57520,阶段性加量,渠道运营04
BA000684,ADC00045,2026-05-08 02:46:22,185571,228929,阶段性加量,渠道运营05
BA000685,ADC00067,2026-04-14 13:08:12,94903,130255,转化成本偏高,渠道运营06
BA000686,ADC00043,2026-05-22 07:57:46,85886,120990,留存质量较好,渠道运营07
BA000687,ADC00065,2026-03-30 00:54:52,235092,192012,转化成本偏高,渠道运营08
BA000688,ADC00002,2026-03-20 17:04:42,125679,81999,素材衰退,渠道运营01
BA000689,ADC00099,2026-05-18 04:13:08,90092,82023,转化成本偏高,渠道运营02
BA000690,ADC00084,2026-05-02 16:16:40,69425,86156,阶段性加量,渠道运营03
BA000691,ADC00093,2026-08-12 15:13:25,182268,163200,素材衰退,渠道运营04
BA000692,ADC00020,2026-03-16 15:10:38,181763,198674,留存质量较好,渠道运营05
BA000693,ADC00086,2026-02-03 22:46:10,221283,258398,阶段性加量,渠道运营06
BA000694,ADC00049,2026-05-01 04:04:23,167648,177954,阶段性加量,渠道运营07
BA000695,ADC00042,2026-04-01 13:57:42,186366,194705,阶段性加量,渠道运营08
BA000696,ADC00052,2026-03-16 05:25:44,110371,149222,留存质量较好,渠道运营01
BA000697,ADC00058,2026-06-16 12:57:16,115556,101590,阶段性加量,渠道运营02
BA000698,ADC00004,2026-02-26 01:14:57,127554,182729,留存质量较好,渠道运营03
BA000699,ADC00052,2026-03-19 02:05:25,110371,96812,阶段性加量,渠道运营04
BA000700,ADC00086,2026-02-22 04:24:07,221283,179508,阶段性加量,渠道运营05
